Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Protein.names	Gene.names	con_0h_5	con_0h_6	con_0h_7	con_2h_1	con_2h_3	con_2h_4	con_6h_1	con_6h_3	con_6h_4	con_12h_1	con_12h_3	con_12h_4	con_18h_1	con_18h_3	con_18h_4	con_24h_1	con_24h_3	con_24h_4	IKA_0h_5	IKA_0h_6	IKA_0h_7	IKA_2h_1	IKA_2h_3	IKA_2h_4	IKA_6h_1	IKA_6h_3	IKA_6h_4	IKA_12h_1	IKA_12h_3	IKA_12h_4	IKA_18h_1	IKA_18h_3	IKA_18h_4	IKA_24h_1	IKA_24h_3	IKA_24h_4
P30416	P30416	27	27	27	Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed	Fkbp4	26.9175639115998	27.0140590314902	27.1607444731649	25.5507610685238	24.8993739019485	25.246179004473	26.4738686125758	26.0404896207008	25.7308432134074	27.2468669257153	27.7422589942451	27.8515416008796	27.2837036588305	27.0625136546881	27.4916994617465	23.2095052240201	23.3543450842674	22.8857551740454	27.4952473187	27.3156647167996	26.4967620699488	26.0073525238438	25.1000303673282	24.9743647801562	26.2528359397877	26.2872575944518	26.5574746721457	27.268093162838	27.0698284330512	27.5761290611464	26.7468598325516	28.0224257910328	28.1330086628662	24.7908569495955	24.477581386963	24.8274028386457
Q3U7R1	Q3U7R1	41	41	41	Extended synaptotagmin-1	Esyt1	26.5497384789888	26.6487029198147	26.3961813551241	24.8820610141636	26.6934266705575	26.490517873892	27.0883464874606	27.3801520473921	27.042413222276	26.5203714852781	25.9505591081197	25.375297987729	26.3387569753563	26.3260359713116	26.5184713919056	25.8075279351785	25.4852865619616	25.5805277613037	25.9895260087386	26.0496230342677	24.0146592402015	24.1064105447115	26.1292218968536	25.9968525262531	27.8491269815231	27.601672437333	27.0428057246731	27.5830020946344	27.3920657829253	27.3586422290731	23.8228840133762	25.851539740352	25.4855541769439	27.0104058272051	26.3948617059271	26.802668214344
P19783	P19783	10	10	10	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	Cox4i1	25.8685085388123	26.0750870271117	25.5950816518285	26.6280965923906	27.1312341782324	27.0167687177772	26.8692729100997	27.3554879087068	27.2545514898476	26.1570584972814	25.6311784724871	25.3062290069639	26.585795311954	25.7640981137827	25.6654672209807	25.8046420796468	25.5336268379618	25.696910042897	25.4269432860234	25.7041837990069	25.7239497170235	25.5239048665003	26.2923335483317	26.6075883109824	27.5187745987656	27.736448199309	27.5528863350007	27.6992408720696	27.6224336353143	27.3264521783379	25.6231401247587	25.7709237358165	25.1845588735026	27.5583736354383	27.10126911618	27.0650106713453
P49718	P49718	30	30	30	DNA replication licensing factor MCM5	Mcm5	26.2215863963158	26.1032214173894	26.0240612614051	23.6661613414189	26.4164677409454	26.3503905354313	27.305890027397	27.4454484985046	26.951772485814	25.1943244728582	25.7822948293883	26.1509437177369	25.6259086040956	27.0924048604498	25.6418381094201	25.1673405414932	25.1921603342371	24.9412100242616	26.1465005277788	26.4972921186035	23.5105080774604	25.7055106171796	26.4009982634651	26.1581566279326	27.9051435076629	27.6588720940168	27.4172422870857	27.3118034119247	27.9616317169054	28.1059320052983	24.2712518126431	24.1661428637126	25.4085981476608	27.3188461683932	26.8497379495178	26.8256408606473
P67984	P67984	7	7	6	60S ribosomal protein L22	Rpl22	27.0642196402427	27.0194905430245	26.5629775557532	24.0667117068334	26.9560898166261	26.9204026945117	26.8184228317111	26.9545204224115	26.1165211425529	26.2192553938893	23.6467679614686	24.0983880736977	26.7507256073727	26.7051017065887	26.7386459886564	24.8741702953647	24.9644347125675	25.0898148328833	26.4180789723695	27.3390635273413	28.7716603480647	25.1721649898235	26.1098660199613	26.270402149022	26.9894948100962	26.8353594985614	27.3790609800565	27.7503303190263	27.5813301100065	27.5509246186352	27.2093405405825	27.2028619798857	27.0783959704273	26.0778561668008	25.7128309286805	26.1815158874172
P47738;P24549;O35945;Q9JHW9;Q62148;Q9CZS1	P47738	24;1;1;1;1;1	24;1;1;1;1;1	24;1;1;1;1;1	Aldehyde dehydrogenase, mitochondrial	Aldh2	26.44812172316	26.7139866253403	26.6739787534605	25.6924581974671	25.9086630173045	26.1394056924874	27.0361052174159	27.1848455411317	25.8122220732713	26.3161828823813	26.1024008085363	25.9446431756065	26.8043580686306	27.0616349998543	26.8376006300201	24.8430406957844	24.7076715911227	24.7722155535087	26.8041203850771	26.7197480277666	26.330859867725	26.2796103805747	26.3676551882951	25.7627258519007	27.7274263641367	27.2969758413749	27.0138639510941	27.9500216072036	27.5905295132142	28.2068386710653	25.7919723388666	26.8244759480407	26.8169950655128	26.7392398180504	26.7568210739745	26.8967466994132
P49717	P49717	38	38	38	DNA replication licensing factor MCM4	Mcm4	26.151254821307	26.4479700704356	25.6726777639439	23.6054654097364	26.2873350488291	26.1154541097263	27.2180023473221	27.4617970354553	27.5158697618757	26.1203848210512	26.2676709105701	27.1395384703548	26.1615865846752	26.7095959970126	26.5224398995828	24.8359457284281	24.961350203333	24.6913902302923	26.3364006041328	26.0706828933138	25.4339839437736	24.4182051866154	26.1947701016071	26.2468993075662	27.6553358234793	27.6638780113041	27.5687157861977	27.3156351901951	27.5409463920296	27.7495295189243	24.9572260257189	25.8134408530852	25.7862152194005	26.8781662766696	26.6066001860568	26.7787686775984
P84089	P84089	8	8	8	Enhancer of rudimentary homolog	Erh	26.0470026209145	25.7619347871602	25.6408166647704	24.7429429929509	27.0206903538591	26.9600716471462	27.0671175840589	27.1401068636184	27.3690341866262	26.3864924610523	26.0964282116797	25.7706577411852	25.891195047838	26.222275208417	26.4990458932109	25.2286347914473	24.9906271238987	25.0748963410429	25.9349431282076	25.988206677497	27.3779249009984	25.3080272998568	26.046183851438	26.53185582563	27.1345446426428	27.7780217105322	27.832156641767	27.9231815134444	27.5864463886406	27.7831071646683	27.4797802154492	26.8018508887325	26.9341135857585	26.7959367295918	26.5116785537882	26.8737439605677
P63276	P63276	13	13	13	40S ribosomal protein S17	Rps17	26.3848405372479	25.2489479016211	25.9588175299855	24.2495955036518	26.9861056500593	26.5865280482807	27.3501530802525	27.3914286456848	27.6748345169907	26.2376384575648	25.2889605031747	24.8657896025388	25.9196802772839	26.6577325106161	25.2044456172166	25.2652016461977	25.6944601893044	25.5164169167935	26.291624233755	26.7175370001947	28.5299532426989	25.2762626873551	26.3578929812983	26.0929228157468	27.8099613281032	27.2426571141599	27.4471001997432	27.9121879235904	27.645670286242	27.5489022578174	25.8245005904438	25.0454527343326	25.9440661307874	26.2793449509619	26.1554626876972	26.1342807328614
Q6PDM2	Q6PDM2	15	15	15	Serine/arginine-rich splicing factor 1	Srsf1	25.9635267490517	26.4781518851706	26.0932534467331	26.517672602588	26.7417066865006	26.7496104283774	26.9782871012232	26.867016996792	26.489962591158	27.1419539207958	26.9701739751376	26.7798237784146	26.7790911437116	26.7468781879618	25.4230747432666	25.4700552967543	25.4504580375386	25.5383342799286	25.9528103507778	26.04658922933	26.5356681512451	25.8420378679879	26.2668737177778	26.3039348983788	27.4816354620471	27.409534458392	27.2828631051674	28.0039042424278	27.7457471619637	27.9065361056201	26.4761772681968	26.6365344792949	26.9650998308247	27.0371408486728	26.9497447666705	27.1768546186373
P19096	P19096	59	59	59	Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	Fasn	26.4437430674724	26.6461344534567	26.7622505971017	24.7285063085092	26.1365860886753	26.1545548295266	27.2740301280259	27.3591307181063	27.0859305234604	25.3243362210326	26.3655050982061	25.7917289577906	26.5402360883608	27.0854610524288	26.7451665161849	24.5412870802263	24.72626878827	24.7711303913622	27.0380006816005	27.1675878744019	24.5910742648491	24.7477413496951	26.2074083837868	25.9273318971874	27.4738859625279	27.5894260347732	27.6040881981007	27.0891279149925	27.4778225452033	27.4743061634696	24.8138476385924	25.5619203656091	26.888920469208	26.1569254562648	26.0784573255759	25.8356682464728
P08228	P08228	10	10	10	Superoxide dismutase [Cu-Zn]	Sod1	27.032167218698	27.0050912012679	26.5888368045343	24.9920646518065	26.1535799935564	26.019874144206	27.2368130473986	26.5072532863821	26.0760294201404	26.6447432379189	26.5070755698541	26.1113361780508	26.7659649744495	27.5075306005523	26.8602187624151	24.3234656897725	24.9509331830749	24.8163154866482	27.4900696217027	27.7427240121632	26.375246082538	25.0802746493818	25.7165517947428	25.6828520977736	27.840447608861	26.8124410324898	26.8572807455535	27.2705224064436	27.3280324049663	27.1511161174931	26.5295276326761	26.6693554105026	26.6305797763694	25.399185260485	26.2492252691234	25.8368421146821
Q9DB20	Q9DB20	14	14	14	ATP synthase subunit O, mitochondrial	Atp5o	26.1173343023251	26.4041513026036	26.0818462461881	23.9527924265649	26.6869968354298	26.228158133797	27.2477362890486	27.4780753202502	27.368132896655	25.7198965359185	25.2791633693411	25.1553602306218	26.5957662391226	27.2700842288742	26.3590118322534	25.229079244615	25.061303724717	25.1662048330397	26.0821963034195	26.0000486348106	25.7455582132589	25.2949680372649	26.2239799151342	26.3468928337398	27.9270210524808	27.6190412053906	27.4275490483495	28.3599428117186	28.1440643229516	27.7643541661445	24.0642902076702	25.9074051444241	25.8919638794845	27.2567364736592	26.9770174313347	27.0358494573887
Q9DBJ1	Q9DBJ1	15	15	10	Phosphoglycerate mutase 1	Pgam1	24.1643624814397	23.9799492704185	24.0601618054348	21.8407707544785	26.9765675611664	25.9278013931307	27.9465380368911	27.5693130892309	27.5840581669219	22.3535352269029	22.4279036160708	24.2279461529501	23.722282318275	24.3122359446681	24.2566315553367	23.916315192191	24.6370205482881	24.4766699032324	25.3985612394501	25.4552104922109	25.2331415945027	24.1293088818218	27.0867409762357	27.1758678960038	27.7650734937099	27.8220920913431	28.2279005823643	26.8711813987103	27.726825374459	27.5968740420642	26.8899563585335	26.2127709963321	26.2528539152485	25.877797775118	26.0469833863997	25.9536332602324
Q6ZWU9	Q6ZWU9	6	6	4	40S ribosomal protein S27	Rps27	27.549376971352	27.4676883050676	27.5722243337378	26.1950098957843	25.6245036958736	25.5925862373745	25.8040151310845	25.9688966101265	24.4899625909558	27.5740361629226	27.4611003564919	26.4345359887637	27.7493388332833	28.1364860823373	27.2864149830927	24.5312305997534	24.4891107372949	24.3219370025124	27.6795358258676	27.0136596553829	27.4979939011543	25.9847015625864	25.5745274408857	24.506102342056	26.7258736132497	26.7503560263519	26.139842638286	27.7522319898431	28.0194040556362	27.3300197892621	26.7643282978259	27.0521840270351	27.6695441360082	25.8338427757472	25.7012941731826	25.5212630089529
Q3V3R1	Q3V3R1	44	44	44	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	Mthfd1l	26.5576688157619	27.0700949173309	26.7084687468501	24.8655661224482	26.2252927645101	26.1672752207278	27.0924714650081	26.8453515439627	26.5009406133123	26.0244503872383	26.0306660527904	25.3055707262746	26.4606460598892	27.4736155700737	27.3535739100439	25.0062516308297	24.8522082851575	24.92596432248	27.2380937889554	26.1892079165295	27.6171353583744	26.2923765238816	26.150562132136	25.896631388492	27.4872676483756	27.3917906541497	26.915331865955	28.1035515162432	27.6143122286657	27.9045097538268	27.0447715504187	27.8255639535948	26.8154558557365	26.8051647008857	26.2628741133961	26.5656563238758
Q9WVA4;Q9R1Q8	Q9WVA4	17;3	17;3	17;3	Transgelin-2	Tagln2	27.0539697075796	26.5611657510267	26.5062166177351	25.0046689591456	26.4490384843747	26.7292431445366	27.2149346467511	27.0548963993802	26.5164799963508	26.588529306523	26.0638064464997	27.1446595001701	26.9233958933827	27.2302773559005	27.305464610935	24.8069512259304	25.105906628915	24.8922705651278	26.9111018146578	26.777614392027	27.1730366372312	25.7974480700793	26.3149463000896	24.3998222604706	27.7778181444023	27.6589017659438	26.8713534629959	27.9824300630653	28.0902795936656	27.9975600132575	26.6571738578564	26.7405885399552	26.3527577972839	25.9495927522797	26.166366491467	26.1057917802356
P05202	P05202	19	19	19	Aspartate aminotransferase, mitochondrial	Got2	26.8959097390738	26.642367458901	26.9315388100632	25.6263750410617	26.6710785287423	26.7054568916591	27.1951120139139	27.2106751743494	26.1380415840503	26.3059607056528	25.2154003332471	25.6721022044162	26.9025341458637	27.2184798088613	26.2325034896202	25.1697156347935	25.4649629081728	25.5196844052625	26.7542709997184	26.7991171937192	27.8263985076587	25.5871555011236	26.3449570616154	26.0735068908708	27.6658113835874	27.2597790727723	27.3616336887364	27.9163100010598	28.0674507826582	28.1493603066641	26.3770450029352	26.3850340882807	26.1338910835735	27.0573492866491	26.6567888262911	26.7536757480823
Q9DB77	Q9DB77	19	19	19	Cytochrome b-c1 complex subunit 2, mitochondrial	Uqcrc2	26.6087793741644	26.9784460531855	27.4502510900091	26.5473116398199	25.9052388647105	26.2811841383882	26.6217503863929	26.7926290192933	26.3614457912985	26.9894443607093	26.4760880220039	26.41473120761	27.1971953259882	27.3010160888316	27.9379189969108	24.6397217568931	24.5397937577185	24.6423517980991	27.3838431247216	26.6186170517037	28.1119435212061	26.4862279543167	25.8824555240492	25.6254995815587	27.1139564411459	26.8924498737715	26.325189847658	27.9936678864649	27.7113922766416	27.7351287695462	27.3898343976965	27.9366003009822	27.4700646659227	26.6245287185164	26.0882826086964	26.3671254169369
P70168	P70168	28	28	28	Importin subunit beta-1	Kpnb1	26.6157648907748	26.1821419479571	26.4879573494966	24.4699258491492	26.8988070892855	26.9852030246171	27.5865793415742	27.4294577531548	27.3194937418404	25.9110738966832	26.295577418688	26.1451297233506	26.3868348208236	25.5719831636667	26.5686285031208	25.3953705317751	25.7174407737525	25.4937060653552	26.4932580949708	26.9133070234097	25.3995762575036	26.1389252758649	26.4333993652078	26.4619299287154	27.7408481570257	27.5897062279256	27.2547480180115	27.5743502640624	27.4714743216858	27.4258129394627	19.7009703067616	25.8562321291806	25.8870075960509	26.2251031890491	26.3550967578435	26.0623490398533
Q3U9G9	Q3U9G9	22	22	22	Lamin-B receptor	Lbr	27.0874945718656	27.4993053805717	27.5610174474214	25.7134935322157	26.1913055634518	26.1840631343654	26.5446070711387	27.0559559995976	26.2890079917011	26.3180730567764	26.6970597356129	26.8934566223142	27.6796491411444	27.5671970499621	27.4628795789046	24.5593818577518	24.7424444017193	24.6308016204031	27.2842801824512	27.1890428385628	26.6111979364634	25.7649582831893	25.6637913555465	25.3849684910765	26.9845975758688	26.798825543849	26.8546278962371	27.8121320845895	27.1524063851522	27.323704956201	26.7774848394238	27.4007959900728	27.6884584847349	26.8845142675314	26.6218120216931	26.8533244193305
P10852	P10852	20	20	20	4F2 cell-surface antigen heavy chain	Slc3a2	25.8750275422324	26.3982069399433	27.0707640732534	25.2285134133261	26.6983087291329	26.6726618158597	26.9219568366294	27.2522532483347	27.3407830550614	25.8318156454613	26.2359412766955	26.2488701391714	26.3331162487461	26.9040521160645	27.6580539846651	25.0903892814141	24.9386274695749	24.9827622794554	27.0026996873543	26.0391598598339	28.0698482930653	26.4840593977909	26.501958474976	26.5893427981121	27.2375161644454	27.5534876221041	27.4700746792241	28.2963101320574	27.9369009374648	27.8489748802703	27.1858300746927	26.7704153368104	26.559025304198	26.6733319131309	26.6123682355371	26.6000017707496
Q91VM5;Q9WV02	Q91VM5;Q9WV02	24;18	24;18	24;18	RNA binding motif protein, X-linked-like-1;RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed	Rbmxl1;Rbmx	26.0571170704144	26.9877289744545	26.962464597837	25.9167969870796	26.6491778011259	26.5744572564581	27.0635894672126	27.0775328729751	25.3233397763787	26.9015722017778	26.9400726849464	26.6233520687841	26.8975787623552	26.4306361556641	27.1008780747468	25.2922504549297	25.2389162660614	25.3145837815656	26.8163358539329	26.2823173207603	26.4662607766554	26.3863988878433	26.4531295569089	26.3233019952453	27.191356220236	26.9852500923991	27.1426457255015	27.7468684157764	27.7794400006916	26.3814918147704	28.1053072463775	27.6729111776062	28.3800664968821	27.0614004951127	26.7565981434717	26.8698916348639
Q9D6Z1	Q9D6Z1	34	34	34	Nucleolar protein 56	Nop56	26.9172582993409	27.3232498455058	27.0424153218988	25.9746900149647	26.5905618056682	26.6492534700614	26.6676704074271	27.2540130621871	27.2246395351448	25.921886492719	26.2972792499013	25.5689099289754	26.9443855913169	27.3798804456213	27.7176759434344	25.0552919572006	25.096401350366	25.1431396558187	26.8738031154794	26.5319813473182	28.3737528838728	25.8136837099869	26.0591471518726	25.9902035170307	27.3751605734238	27.3550853180489	26.8466765308511	27.8996040807804	27.7458874408382	27.9510652145717	27.0906552503157	27.2654351611563	26.8413553699671	26.6897154749357	26.2938742915279	26.2968690340794
Q68FD5	Q68FD5	50	50	49	Clathrin heavy chain 1	Cltc	26.3572436119126	26.7984447499098	26.5502822028435	25.183658934403	26.8398337847018	26.5332239470317	27.4126434026037	27.3247122295856	27.1172186547808	25.9733427417211	26.9733709482483	26.5640713041368	26.3785493994862	27.2632414249581	28.0263354818258	25.264768184802	25.3062236643538	25.3863729811435	26.29325118068	25.9398422183554	23.9746421810697	25.0974652014181	26.0245458186411	25.8734084317684	27.6541026578643	27.7580496775999	27.2789381382261	27.5247163502857	27.5438053410375	27.803418613748	28.3723853807262	25.2085028186366	27.2136833183836	26.6073241142826	26.365872145781	26.3415357191521
Q62167;P16381	Q62167;P16381	31;26	30;25	8;3	ATP-dependent RNA helicase DDX3X;Putative ATP-dependent RNA helicase Pl10	Ddx3x;D1Pas1	26.0525789791555	26.2535975587068	26.360988853448	25.6975199963777	26.752273877006	26.6445375393221	27.518851444316	27.6031544069102	27.1458456548514	26.0059058074969	26.3880399279281	26.2949971810697	26.5343998328399	26.2289534331411	25.8046836463704	25.696909480287	25.4356719652349	25.3401014503851	26.6107823010094	26.4648423592547	26.0284031756299	25.4990963669894	26.5511905185671	26.5963431044335	27.7273918761415	28.0621785741256	27.489178816276	27.6307532865852	27.3992183868811	27.5676853552967	26.6372180850344	25.7052342541504	25.8289075094691	26.8539657753853	26.6230354081294	26.7775465722283
P09103	P09103	27	27	27	Protein disulfide-isomerase	P4hb	26.9336190644717	27.0882539475012	27.2719548615198	25.8855754269682	25.6822958722069	26.0776848434804	27.166985348513	27.2832614112837	24.4159794527428	27.0404239997999	27.0353957153554	27.3037405917698	27.3950573721695	27.0948515451584	27.4283592995393	24.5204682184047	24.8348703450572	24.8087150058784	27.2257401019149	27.3423825173026	26.2439316840947	25.9572242561831	26.3613693571424	24.0433002544798	27.7659803743184	27.4811929584888	26.1172196864763	27.8793746215246	27.7122540157323	27.5765024388088	27.1018760975201	27.1684385941151	27.6966721661122	26.0442296262773	26.1453430170184	25.7254677047278
P26041	P26041	49	49	36	Moesin	Msn	26.6230291051546	26.2632773593421	26.7362659241778	23.8559137538938	26.622572445023	26.7634781925304	27.5276203078263	27.3296022308353	27.3768517429119	26.1054365951514	24.628830650533	24.0677448553884	26.6658138658652	26.3896800304247	24.7828936260324	24.7506787772889	25.5865633198342	24.7096886985073	26.6018658914284	26.6651713114828	25.1597344256191	24.5934850745602	26.8254875760225	26.8066724232666	28.0498440909937	27.9256305030129	27.7291862929221	26.5797670007076	27.6799336938115	26.6718564319464	26.5033242083169	25.2148277007646	26.2087861408569	26.6902192285747	26.963067937572	26.7563852475771
P35550;Q80WS3	P35550	17;3	17;3	17;3	rRNA 2-O-methyltransferase fibrillarin	Fbl	25.6114894899018	26.8582340975411	27.6287202917464	24.3571789438602	26.581485761544	26.8543707011183	27.240912229011	27.3585583016398	27.4522720066348	26.5930571748687	24.8328673930933	24.2474236751129	26.5582715839302	27.6366018305999	27.0398417326279	25.1593466233812	25.3233311231136	25.4100904328659	26.3569661138417	25.828099128223	27.6125933902154	25.9716223851545	26.5726863126779	26.4651433686395	27.7325557983341	27.5770433848089	27.4442024936673	27.5214837080608	27.9572767736817	27.6093518610388	26.7303717098827	27.1008496137737	26.8167124772368	26.6903591289498	26.3648088583536	26.6551244693735
Q9Z1N5	Q9Z1N5	23	23	11	Spliceosome RNA helicase Ddx39b	Ddx39b	25.9545200825354	25.8780706271945	26.2318360244301	24.9569078958035	26.7892616118982	26.6177564327617	27.5453050786118	27.7170376273856	27.6428105718631	26.209551059437	26.3909854563864	26.33493580092	25.4034189567813	26.3480076936516	25.9442416819302	25.0255054512492	25.5421089017729	25.3241394749354	26.176121580702	26.5071247883096	23.383991946922	24.7705139744299	26.6799901228121	26.5823814308834	28.2919083395016	27.8243691398727	27.8108491594999	27.9720396476194	27.9567920783524	27.9601987036594	23.8288439300317	23.3787771513286	25.3101424794576	26.6280094286634	26.8237206308064	26.9818840994567
P62911;P17932	P62911	11;2	11;2	11;2	60S ribosomal protein L32	Rpl32	27.5257827462956	27.4597905148385	27.3623486036848	25.3680471915083	25.5946896913406	25.6118032388079	26.7943294353198	26.3500269590831	27.4798185349015	27.9064879152286	27.4106515416336	26.2522142858985	27.7063512461015	28.0023806819712	26.7006649855257	23.5039889647008	25.0804244229392	24.157521354973	27.6334373917354	27.2913163567991	25.7769164925322	25.1384443723421	25.7149998410257	26.0929228157468	27.0292609947	26.8325210988529	27.133650611685	27.6028016921938	28.0701421697914	27.947133091112	24.9521385910747	26.2820164422879	26.5457493385408	24.696501355383	25.1326240192451	24.8930169497904
Q61033	Q61033	28	28	17	Lamina-associated polypeptide 2, isoforms alpha/zeta	Tmpo	27.4054333117107	27.6150468993033	27.2376823503401	26.1969049063251	26.087430858228	26.392112642899	26.5305755206777	26.1381547336886	26.3928927446028	27.6291581503191	26.0790152381465	26.0676370137615	27.4066327758967	28.1387310232072	27.6239700457063	24.9194854972829	24.6116214486574	24.9204783548804	27.414205837595	27.1880519764746	28.043428468338	26.3148534071078	25.6258084892632	25.4625255502605	27.2315466839996	27.144481182383	26.5717281850591	27.2706518512404	27.0662155505414	27.4879393431007	27.9650492069338	28.0917218119774	27.3221818530231	25.4653623366215	26.036871773725	26.2400547057459
P12787	P12787	8	8	8	Cytochrome c oxidase subunit 5A, mitochondrial	Cox5a	26.6747489804011	27.189087432181	26.8745498806532	25.681655229697	26.7239445615291	26.401943416394	26.9936477143256	27.2465631801235	27.9369574976078	25.7151826220581	26.0385297958371	25.2603144450761	26.6865554761407	27.5605303060802	26.4475217687123	25.0615443019811	24.6975008322436	24.8776339743506	26.9723009128552	27.1234084254884	26.9798551648298	25.7303590169307	26.0699931597096	26.5206504446934	27.5735175630263	27.9069635762147	27.3910231724497	27.5963610790873	27.426341997052	27.6693763720026	25.7314591254349	26.1110805045197	25.9697671487005	26.7858377840535	26.6942852514211	26.6125176387928
P97461	P97461	14	14	14	40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	Rps5	26.6233413973531	26.9673977608856	26.8967133454955	25.858774357884	26.9591337537113	27.0065048876935	26.9518783055441	26.7477448335328	27.6633817372892	26.3884052281658	27.3278941023872	26.4460308314945	27.1076185117731	26.6403639854551	26.0313102972132	25.1571295605641	25.5000875246635	25.310548375254	27.2819774783288	26.8184555984952	25.2549716452568	26.137257457189	26.2482711075594	26.4656188260806	27.5625019236866	27.6243389685593	27.6433592447252	27.7625545654971	27.6178268994846	27.1216939542971	25.4538544487399	27.2572942580591	26.0926267782548	26.5941052218507	26.4605617420914	26.2696901050074
Q7TMK9	Q7TMK9	27	27	27	Heterogeneous nuclear ribonucleoprotein Q	Syncrip	26.068904762988	26.6769038498412	26.57739285855	24.8937328464967	26.8684857098158	26.8431840197082	27.8451352030321	27.7243237402398	27.0865333931252	25.5450596274748	24.8973649973513	24.7894813210475	25.7991471502755	26.9472391274353	25.6129805827213	25.3663959126707	25.3245319281332	25.5028534666266	26.8539592450026	26.9070981407504	26.7419530412026	26.2254544515799	26.5497547195963	26.2285739693673	28.3033595587483	27.7510242498026	27.3189023239007	28.3849561733887	28.1507545409054	28.0881879100455	23.2657995931604	25.4070419449429	24.8872169402634	26.7714419006135	26.8165056860226	26.852374965354
Q91ZW3;Q6PGB8	Q91ZW3	43;11	43;11	42;10	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	Smarca5	26.7865546079397	27.0869149335566	27.2450722759497	26.7906388122368	26.3286345204003	26.4145146548736	27.0211296572695	27.2884225006058	26.4362794319945	27.0721535994809	27.1934805405677	27.2438202486819	27.0759231548237	27.2881103983835	27.2615143977894	25.3519042502138	25.0850927066098	25.460983990441	26.9670229482113	26.2936213497308	26.3403239481251	26.35886570402	26.1808963134229	25.9900933581066	27.4435989103851	27.6090935500484	26.8028971948953	27.3629358457607	27.3249182961264	27.0968979566045	27.3731927678705	27.4965491122986	27.0543615027923	27.035401746449	26.8390771934739	26.8863738339616
P51410	P51410	15	15	15	60S ribosomal protein L9	Rpl9	28.4585555869213	27.7689483330853	27.6225629337029	24.6171526798007	25.8583720626036	25.9883311190168	26.5030846168266	26.2232614212756	26.3296684957857	26.1060065103882	26.3544815861809	26.020323390677	27.3714502067652	28.79327215754	25.3524193998796	24.4034658752177	24.0859631313768	24.6801979071301	27.8136105476007	27.6663576407629	26.4818974679674	26.1783851967358	25.5249920902318	25.342628261414	26.5271988868508	26.9201943834528	26.5242225768833	27.1806951546564	26.8002302768078	27.0125388389857	26.7509198914485	27.1341619938175	27.3342970817287	26.1691437278479	25.7553612668157	26.3903515878951
Q8VEM8	Q8VEM8	13	13	13	Phosphate carrier protein, mitochondrial	Slc25a3	27.1213197723847	27.1909367932745	27.3056529444084	26.6974196036566	26.3543107113297	26.5379407989114	27.0839695028812	27.2140693801997	26.4261824671399	26.6418220392643	27.1494422533337	26.6769740734493	27.5318266461281	27.6197103912225	27.7022676514857	25.1194481752989	24.8957631595344	25.089993367723	27.1868283921496	26.7957242289283	27.3513474841139	26.82259191999	25.9862020382926	26.1350785492108	27.4006014344764	27.4733856745443	27.1986825978207	28.1356911804673	27.7039599946264	27.4589421275082	25.2203964559711	27.3089695454364	27.1859938949335	26.6596211151379	25.9624530191874	26.539153121396
P24547	P24547	26	26	24	Inosine-5-monophosphate dehydrogenase 2	Impdh2	26.7387561616346	26.5512892673443	26.6037160385396	24.4783642856305	27.0319538076649	26.5677073631878	27.2719757947826	27.3439670249645	27.0173955861931	26.3007128012138	27.0039151767656	27.0627324923145	26.5676334716841	27.229194236375	26.3380044767844	24.6537360844631	25.0970448896113	24.7389872382886	27.1423881162374	27.3548960684593	26.0231176279185	25.2570162974774	26.4840286925108	26.0939995496062	27.7654430328775	27.7050373688292	27.5120746064636	27.8773784873447	28.2690895239488	28.3587211692673	26.5861011914205	26.3233479456905	26.3283623182081	26.0502594342815	26.0365713339538	25.7770796772055
Q8BP67	Q8BP67	12	12	12	60S ribosomal protein L24	Rpl24	26.5925384949264	27.2785664914733	27.1475950727806	24.248499577431	26.2613421734165	26.2262890549411	26.9311321436727	26.7237523626815	27.6724636124621	26.995731698238	26.4400421757749	26.8981945415277	27.6195308665025	28.3963967077435	27.7625937978971	24.645102385712	24.7396923446828	24.5611315281171	27.285149137028	27.2292536983429	28.9482535077373	26.4691190450502	26.2343631675491	26.2310463748426	26.8215096973785	27.1388756724814	27.4953744128477	27.7483564258294	27.6095406951771	28.1516401666152	26.7155706051316	26.5290039854826	27.1431866689977	26.071854930914	25.9391755250513	26.168673696273
